Column1;Column2;Column3;Column4
SAVENA ABBANDONATO;Degrado urbano;Piazze/strade;Imbrattate
MENGOLI;Degrado ambientale;Rifiuti/rottami;Rifiuti ingombranti
CROCE COPERTA;Degrado ambientale;Rifiuti/rottami;Discarica abusiva
ARCOVEGGIO;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
CIRENAICA;Degrado sociale;Segnalazioni;
VELODROMO;Degrado urbano;Piazze/strade;Dissestate
IRNERIO-1;Degrado urbano;Piazze/strade;
EMILIA PONENTE;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
MENGOLI;Degrado urbano;Piste ciclabili;
VIA DEL LAVORO;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
SAVENA ABBANDONATO;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
LA DOZZA;Degrado ambientale;Scarichi idrici;Perdite
ZANARDI;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MARCONI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
XXI APRILE;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
ZANARDI;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
PIAZZA DELL'UNITA';Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
ZANARDI;Degrado ambientale;Inquinamento acustico;Rumore da sorgenti fisse
IRNERIO-2;Degrado sociale;Segnalazioni;Tossicodipendenti
IRNERIO-2;Degrado sociale;Segnalazioni;Bivacco
BITONE;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
SAN MICHELE IN BOSCO;Degrado urbano;Piazze/strade;
IRNERIO-2;Degrado urbano;Armadi/Colonnine Telecom;
VIA TOSCANA;Degrado urbano;Piazze/strade;Dissestate
CORELLI;Degrado urbano;Piste ciclabili;Dissestate
GALVANI-2;Microcriminalita;Comportamenti sanzionabili;
MARCONI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
BATTINDARNO;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
GALVANI-2;Microcriminalita;Videosorveglianza;
CASERME ROSSE-MANIFATTURA;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
ARCOVEGGIO;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
VELODROMO;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
LA DOZZA;Degrado urbano;Piazze/strade;Dissestate
MALPIGHI-2;Degrado urbano;Piste ciclabili;Carenti
MALPIGHI-2;Degrado urbano;Edifici privati;Danneggiati
MALPIGHI-2;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Carenti
MALPIGHI-2;Degrado sociale;Segnalazioni;
SAN SAVINO;Degrado urbano;;
XXI APRILE;Degrado ambientale;Inquinamento acustico;Piazze/strade
IRNERIO-2;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
PIAZZA DELL'UNITA';Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
ZANARDI;Degrado sociale;Conflitti;Fra adulti/fra vicini
GALVANI-2;Degrado urbano;Piazze/strade;Imbrattate
VIA ARNO;Degrado urbano;Illuminazione pubblica/lampioni;Danneggiata
SAN LUCA;Degrado urbano;Piazze/strade;Dissestate
MEZZOFANTI;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
BITONE;Degrado sociale;Conflitti;Fra adulti/fra vicini
CROCE COPERTA;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
CROCE COPERTA;Degrado ambientale;Inquinamento atmosferico;Amianto
CROCE COPERTA;Degrado sociale;Segnalazioni;Bande giovanili
MALPIGHI-2;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
DAGNINI;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
DAGNINI;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
XXI APRILE;Degrado ambientale;Rifiuti/rottami;Rifiuti ingombranti
CAVEDONE;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Carenti
FOSSOLO;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
IRNERIO-2;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;
VIA ARNO;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;
MENGOLI;Degrado urbano;Edifici privati;Abusivi
IRNERIO-2;Degrado urbano;Muri pubblici di contenimento stradale;Imbrattati
SAN SAVINO;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
SAN SAVINO;Microcriminalita;Vandalismi;
ARCOVEGGIO;Degrado urbano;Piazze/strade;Imbrattate
MEZZOFANTI;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
FOSSOLO;Degrado urbano;Illuminazione pubblica/lampioni;Danneggiata
SAN GIUSEPPE;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Non/mal segnalati
BATTINDARNO;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
BEVERARA;Degrado urbano;Illuminazione pubblica/lampioni;Carente
BEVERARA;Degrado urbano;Illuminazione pubblica/lampioni;Carente
PESCAROLA;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
AGUCCHI;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
CROCE DEL BIACCO;Degrado ambientale;Inquinamento acustico;Rumore da sorgenti fisse
TIRO A SEGNO;Degrado urbano;;
BORGO CENTRO;Degrado urbano;Parcheggi pubblici;
BORGO CENTRO;Degrado urbano;Parcheggi pubblici;Dissestati
VIA ARNO;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
ARCOVEGGIO;Degrado urbano;Piazze/strade;Dissestate
IRNERIO-2;Microcriminalita;Spaccio;
MALPIGHI-2;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
IRNERIO-2;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
IRNERIO-1;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
MARCONI-1;Degrado ambientale;Rifiuti/rottami;Rifiuti ingombranti
GALVANI-1;Degrado ambientale;Rifiuti/rottami;Rifiuti ingombranti
VIA LARGA;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Carenti
CORELLI;Degrado urbano;Piazze/strade;Dissestate
GALVANI-1;Degrado sociale;Segnalazioni;Bivacco
GALVANI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
RIGOSA;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
GALVANI-2;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Non/mal segnalati
GALVANI-1;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
OSSERVANZA;Degrado urbano;Piazze/strade;Dissestate
VIA TOSCANA;Degrado urbano;;
MARCONI-2;Degrado sociale;;
STADIO-MELONCELLO;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MULINO DEL GOMITO;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
VIA FERRARESE;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
ARCOVEGGIO;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
BITONE;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
BITONE;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
IRNERIO-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
ARCOVEGGIO;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
SAN GIUSEPPE;Degrado urbano;Piazze/strade;Dissestate
PIAZZA DELL'UNITA';Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
BORGO CENTRO;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
BITONE;Degrado ambientale;Rifiuti/rottami;
RIGOSA;Degrado urbano;Piazze/strade;Dissestate
SIEPELUNGA;Degrado urbano;Piazze/strade;Dissestate
IRNERIO-1;Degrado sociale;;
FOSSOLO;Degrado urbano;Illuminazione pubblica/lampioni;Danneggiata
IRNERIO-2;Microcriminalita;Occupazioni abusive;Terreni privati
AEROPORTO;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
MALPIGHI-1;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
MALPIGHI-1;Degrado urbano;Cantieri edili;Inquinanti/rumorosi
SAN MICHELE IN BOSCO;Degrado urbano;Piazze/strade;Non/mal segnalate
RIGOSA;Degrado ambientale;Rifiuti/rottami;Discarica abusiva
IRNERIO-2;Degrado urbano;Edifici privati;Imbrattati
SAN MICHELE IN BOSCO;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;
SIEPELUNGA;Degrado sociale;Segnalazioni;Nomadi
ARCOVEGGIO;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
STADIO-MELONCELLO;Degrado urbano;Cantieri stradali;Non/mal segnalati
SAN GIUSEPPE;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Deiezioni cani
OSPEDALE SANT'ORSOLA;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
GALVANI-2;Degrado urbano;Edifici privati;Danneggiati
SAN SAVINO;Degrado urbano;Piazze/strade;Dissestate
PESCAROLA;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
XXI APRILE;Degrado urbano;Piste ciclabili;
DAGNINI;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
DAGNINI;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
IRNERIO-2;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da persone
MEZZOFANTI;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
CIRENAICA;Degrado sociale;Conflitti;Fra adulti/fra vicini
EMILIA PONENTE;Degrado ambientale;Inquinamento acustico;Piazze/strade
GALVANI-2;Degrado urbano;Piazze/strade;
MARCONI-2;Degrado sociale;Segnalazioni;Senza fissa dimora
IRNERIO-2;Degrado sociale;Segnalazioni;
BITONE;Degrado urbano;Cantieri stradali;Abbandonati
VIA FERRARESE;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
GALVANI-2;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
CORELLI;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
XXI APRILE;Degrado sociale;Segnalazioni;
LA DOZZA;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
SAN SAVINO;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
XXI APRILE;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
XXI APRILE;Degrado urbano;Piste ciclabili;Non/mal segnalate
CROCE COPERTA;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
DAGNINI;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
LA DOZZA;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
MEZZOFANTI;Degrado urbano;Piste ciclabili;Non/mal segnalate
FOSSOLO;Degrado urbano;Illuminazione pubblica/lampioni;Danneggiata
SIEPELUNGA;Degrado urbano;Piazze/strade;Dissestate
IRNERIO-1;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
IRNERIO-1;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
IRNERIO-1;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
VIA MONDO;Microcriminalita;Spaccio;
ROVERI;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
VIA FERRARESE;Degrado sociale;Segnalazioni;Senza fissa dimora
AGUCCHI;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Imbrattati/sporchi
GALVANI-2;Degrado urbano;Piazze/strade;Non/mal segnalate
BORGO CENTRO;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
VIA FERRARESE;Degrado urbano;Cantieri stradali;Abbandonati
MALPIGHI-2;Degrado ambientale;Rifiuti/rottami;Rifiuti ingombranti
CORELLI;Degrado urbano;Piazze/strade;Dissestate
CAAB;Degrado urbano;Piazze/strade;Dissestate
CADRIANO-CALAMOSCO;Degrado urbano;Piste ciclabili;Carenti
GALVANI-2;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;
CHIESANUOVA;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MICHELINO;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
AGUCCHI;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Pulizia strade
VIA FERRARESE;Degrado ambientale;Inquinamento acustico;Privati
STADIO-MELONCELLO;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
STADIO-MELONCELLO;Degrado urbano;Piazze/strade;Imbrattate
LAGHETTI DEL ROSARIO;Degrado ambientale;Rifiuti/rottami;Discarica abusiva
LAGHETTI DEL ROSARIO;Microcriminalita;Spaccio;
SAN SAVINO;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
MALPIGHI-1;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Carenti
EMILIA PONENTE;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
EX MERCATO ORTOFRUTTICOLO;Degrado ambientale;Inquinamento atmosferico;Amianto
VILLAGGIO DELLA BARCA;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
GALVANI-1;Degrado ambientale;Inquinamento acustico;Piazze/strade
GUELFA;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
MALPIGHI-2;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Carenti
VIA FERRARESE;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
GUELFA;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
AGUCCHI;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Carenti
VIA VITTORIO VENETO;Degrado sociale;Segnalazioni;Adulti in difficolta
AGUCCHI;Degrado urbano;Cantieri stradali;Non/mal segnalati
GALVANI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
CORELLI;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
CORELLI;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da persone
PIAZZA DELL'UNITA';Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Pulizia strade
MALPIGHI-2;Degrado urbano;Cantieri edili;Non/mal segnalati
CORELLI;Microcriminalita;Comportamenti sanzionabili;Maniaci
SAN SAVINO;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
BITONE;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
FOSSOLO;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
ZANARDI;Degrado urbano;Cantieri stradali;Abusivi
BORGO CENTRO;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
PIAZZA DELL'UNITA';Degrado urbano;Piazze/strade;Imbrattate
VIA TOSCANA;Degrado urbano;Cantieri edili;Abusivi
MARCONI-2;Degrado urbano;Cantieri edili;Abusivi
CIRENAICA;Degrado ambientale;Inquinamento acustico;Privati
IRNERIO-1;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
BITONE;Degrado ambientale;Inquinamento acustico;Piazze/strade
PESCAROLA;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;
CORELLI;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
CROCE DEL BIACCO;Degrado sociale;Segnalazioni;Bivacco
VIA DEL LAVORO;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Pulizia strade
LA NOCE;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Pulizia strade
CAAB;Degrado urbano;Piazze/strade;Dissestate
MALPIGHI-2;Degrado urbano;Cantieri edili;Abusivi
VIA TOSCANA;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
XXI APRILE;Degrado sociale;;
SAN SAVINO;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
SAN SAVINO;Degrado urbano;Piazze/strade;Dissestate
SAVENA ABBANDONATO;Degrado urbano;Edifici privati;Abusivi
VIA DEL VIVAIO;Degrado urbano;Illuminazione pubblica/lampioni;Danneggiata
SAN SAVINO;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
PONTEVECCHIO;Degrado urbano;Piazze/strade;Dissestate
MARCONI-2;Degrado sociale;Segnalazioni;
SAN GIUSEPPE;Degrado urbano;Cantieri edili;Inquinanti/rumorosi
DUCATI-VILLAGGIO INA;Degrado sociale;Segnalazioni;Prostituzione
BORGO CENTRO;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
VIA VITTORIO VENETO;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Sporcizia da persone
CHIESANUOVA;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
CANALE DI RENO;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
BITONE;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
SAN GIUSEPPE;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
SAN GIUSEPPE;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
DAGNINI;Degrado ambientale;Inquinamento atmosferico;Inquinamento atmosferico da sorgenti non puntuali
CAAB;Degrado urbano;Cantieri stradali;Non/mal segnalati
VIA MONDO;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
EMILIA PONENTE;Degrado urbano;Edifici pubblici;Abbandonati
VIA MONDO;Degrado sociale;Segnalazioni;Bivacco
MEZZOFANTI;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Non/mal segnalati
MARCONI-1;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
LA NOCE;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
VIA FERRARESE;Degrado urbano;Piazze/strade;Dissestate
MARCONI-2;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;
GALVANI-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
BITONE;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
IRNERIO-2;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
SAN MICHELE IN BOSCO;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
MALPIGHI-2;Degrado urbano;Edifici privati;Imbrattati
VIA FERRARESE;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Deiezioni cani
SAN DONNINO;Degrado urbano;Edifici privati;Imbrattati
EMILIA PONENTE;Degrado ambientale;Inquinamento atmosferico;Emissioni da impianti termici/condizionatori
SAN DONNINO;Degrado urbano;Illuminazione pubblica/lampioni;Carente
PILASTRO;Degrado sociale;Segnalazioni;Bande giovanili
GUELFA;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
IRNERIO-2;Degrado sociale;Segnalazioni;Bivacco
MALPIGHI-2;Degrado urbano;Cantieri stradali;Non/mal segnalati
GALVANI-2;Degrado urbano;Edifici privati;Imbrattati
SAN DONNINO;Degrado urbano;Illuminazione pubblica/lampioni;Carente
TRIUMVIRATO-PIETRA;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
CIRENAICA;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
OSSERVANZA;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
PILASTRO;Degrado ambientale;Rifiuti/rottami;Rifiuti urbani
VIA DEL LAVORO;Degrado ambientale;Rifiuti/rottami;Rifiuti ingombranti
CANALE DI RENO;Degrado urbano;Illuminazione pubblica/lampioni;Danneggiata
CANALE DI RENO;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
SAN SAVINO;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
IRNERIO-2;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
CHIESANUOVA;Degrado urbano;Piazze/strade;Non/mal segnalate
STADIO-MELONCELLO;Degrado urbano;Cantieri edili;Abusivi
BORGO CENTRO;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
BEVERARA;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;
MENGOLI;Degrado ambientale;Inquinamento acustico;Privati
CORELLI;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
MALPIGHI-1;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
VIA TOSCANA;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
LA BIRRA;Degrado urbano;Illuminazione pubblica/lampioni;Non/mal funzionante
CANALE DI RENO;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
PADERNO;Degrado urbano;Muri pubblici di contenimento stradale;Danneggiati
CORELLI;Degrado ambientale;Scarichi idrici;Perdite
VIA FERRARESE;Degrado sociale;Segnalazioni;
CANALE DI RENO;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Non/mal funzionanti
XXI APRILE;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
VIA DEL LAVORO;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
MENGOLI;Degrado ambientale;Sporcizia/deiezioni/problemi igienici;Pulizia strade
VIA VITTORIO VENETO;Degrado urbano;Cantieri edili;Abusivi
VIA VITTORIO VENETO;Degrado sociale;Segnalazioni;Mendicanti
VIA DEL LAVORO;Degrado ambientale;Rifiuti/rottami;Rifiuti ingombranti
MONTE DONATO;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
MEZZOFANTI;Degrado urbano;Marciapiedi/attraversamenti pedonali/percorsi protetti;Dissestati
VIA TOSCANA;Degrado urbano;Tombini/griglie/caditoie/chiusini/pozzetti/botole;Danneggiati
IRNERIO-1;Degrado ambientale;Inquinamento acustico;Piazze/strade
IRNERIO-2;Degrado sociale;Segnalazioni;Bande giovanili
VIA ARNO;Degrado ambientale;Scarichi idrici;Perdite
STADIO-MELONCELLO;Degrado urbano;Piazze/strade;Dissestate
CROCE COPERTA;Degrado urbano;Illuminazione pubblica/lampioni;Danneggiata
PONTEVECCHIO;Degrado ambientale;Inquinamento acustico;Privati
VELODROMO;Degrado ambientale;Rifiuti/rottami;Veicoli abbandonati/carcasse di veicoli
